package,title,topic,maintainer,url,readme,source,mark
tikz-layers,"tikz-layers – TikZ provides graphical layers on TikZ: ""behind""","""""above"""" and """"glass""""""","pgf tikz,graphics",Rui Moutinho,https://www.ctan.org/pkg/tikz-layers,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-layers/README,""
tikz-mirror-lens,tikz-mirror-lens – Spherical mirrors and lenses in TikZ,"optics,diagrams,pgf tikz,physics",Fernando H. G. Zucatelli,https://www.ctan.org/pkg/tikz-mirror-lens,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-mirror-lens/README.md,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikz-mirror-lens,""
tikz-network,tikz-network – Draw networks with TikZ,tikz-network,Jürgen Hackl,https://www.ctan.org/pkg/tikz-network,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-network/README.md,https://github.com/hackl/tikz-network,""
tikz-nfold,"tikz-nfold – Triple, quadruple, and n-fold paths with TikZ","graphics,pgf tikz",Jonathan Schulz,https://www.ctan.org/pkg/tikz-nfold,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-nfold/README.md,https://github.com/jonschz/tikz-nfold,""
tikz-optics,tikz-optics – A library for drawing optical setups with TikZ,"pgf tikz,graphics in tex,optics,physics",Michel Fruchart,https://www.ctan.org/pkg/tikz-optics,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-optics/README,https://github.com/fruchart/tikz-optics,""
tikz-osci,tikz-osci – Produce oscilloscope “screen shots”,"pgf tikz,graphics use,physics",Thibault Giauffret,https://www.ctan.org/pkg/tikz-osci,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-osci/README.md,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikz-osci,""
tikz-page,tikz-page – Small macro to help building nice and complex layout materials,pgf tikz,Sébastien Gross,https://www.ctan.org/pkg/tikz-page,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-page/README.md,https://github.com/renard/tikz-page/,""
tikz-palattice,tikz-palattice – Draw particle accelerator lattices with TikZ,pgf tikz,Jan Schmidt,https://www.ctan.org/pkg/tikz-palattice,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-palattice/README,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikz-palattice,""
tikz-qtree,tikz-qtree – Use existing qtree syntax for trees in TikZ,tree,David Chiang,https://www.ctan.org/pkg/tikz-qtree,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-qtree/README,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikz-qtree,""
tikz-relay,tikz-relay – TikZ library for typesetting electrical diagrams,"physics,diagrams,pgf tikz,circuit diagram,engineering",Luís Paulo Laus,https://www.ctan.org/pkg/tikz-relay,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-relay/README.txt,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikz-relay,""
tikz-sfc,tikz-sfc – Symbols collection for typesetting Sequential Function Chart (SFC) diagrams (PLC programs),"diagrams,circuit diagram,flow diagrams,engineering,pgf tikz",Luís Paulo Laus,https://www.ctan.org/pkg/tikz-sfc,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-sfc/README.txt,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikz-sfc,""
tikz-swigs,tikz-swigs – Horizontally and vertically split elliptical nodes,pgf tikz,Thomas S. Richardson,https://www.ctan.org/pkg/tikz-swigs,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-swigs/README.md,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikz-swigs,""
tikz-timing,tikz-timing – Easy generation of timing diagrams as TikZ pictures,"pgf tikz,electronic,timing diagrams",Martin Scharrer,https://www.ctan.org/pkg/tikz-timing,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-timing/README,https://github.com/MartinScharrer/tikz-timing,""
tikz-trackschematic,tikz-trackschematic – A TikZ library for creating track diagrams in railways,"pgf tikz,diagrams,graphics",Martin Scheidt,https://www.ctan.org/pkg/tikz-trackschematic,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-trackschematic/README.md,https://github.com/railtoolkit/tikz-trackschematic,""
tikz-truchet,tikz-truchet – Draw Truchet tiles,pgf tikz,Matthew Scroggs,https://www.ctan.org/pkg/tikz-truchet,https://mirrors.ctan.org/graphics/pgf/contrib/tikz-truchet/README.md,https://github.com/mscroggs/truchet,later
tikzcodeblocks,"tikzcodeblocks – Helps to draw codeblocks like scratch, NEPO and PXT in TikZ",pgf tikz,Adrian Salamon,https://www.ctan.org/pkg/tikzcodeblocks,https://mirrors.ctan.org/graphics/pgf/contrib/tikzcodeblocks/README.md,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikzcodeblocks,""
tikzdotncross,tikzdotncross – Small set of macros for defining/marking coordinates and crossing (jumps) paths,"electronic,circuit diagram,pgf tikz,graphics",Alceu Frigeri,https://www.ctan.org/pkg/tikzdotncross,https://mirrors.ctan.org/graphics/pgf/contrib/tikzdotncross/README.md,https://github.com/alceu-frigeri/tikzdotncross,""
tikzfill,tikzfill – TikZ libraries for filling with images and patterns,pgf tikz,Thomas F. Sturm,https://www.ctan.org/pkg/tikzfill,https://mirrors.ctan.org/graphics/pgf/contrib/tikzfill/README.md,https://github.com/T-F-S/tikzfill,""
tikzorbital,tikzorbital – Atomic and molecular orbitals using TikZ,"diagrams,chemistry",Germain Salvato-Vallverdu,https://www.ctan.org/pkg/tikzorbital,https://mirrors.ctan.org/graphics/pgf/contrib/tikzorbital/README,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikzorbital,""
tikzpackets,tikzpackets – Display network packets,"comp net,pgf tikz",Robert Paciorek,https://www.ctan.org/pkg/tikzpackets,https://mirrors.ctan.org/graphics/pgf/contrib/tikzpackets/README,https://bitbucket.org/OpCode-eu-org/LaTeX-libs/,""
tikzpagenodes,tikzpagenodes – A single TikZ node for the whole page,"macro support,graphics,pgf tikz",Martin Scharrer,https://www.ctan.org/pkg/tikzpagenodes,https://mirrors.ctan.org/graphics/pgf/contrib/tikzpagenodes/README,https://github.com/MartinScharrer/tikzpagenodes,""
tikzpeople,tikzpeople – Draw people-shaped nodes in TikZ,"amusements,pgf tikz",Nils Fleischhacker,https://www.ctan.org/pkg/tikzpeople,https://mirrors.ctan.org/graphics/pgf/contrib/tikzpeople/README.md,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikzpeople,""
tikzpfeile,tikzpfeile – Draw arrows using PGF/TikZ,graphics symbols,"Michael Fütterer,Jonathan Zachhuber",https://www.ctan.org/pkg/tikzpfeile,https://mirrors.ctan.org/graphics/pgf/contrib/tikzpfeile/README,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikzpfeile,""
tikzposter,tikzposter – Create scientific posters using TikZ,"class,poster","Richard Barnard,Elena Botoeva,Pascal Richter,Dirk Surmann",https://www.ctan.org/pkg/tikzposter,https://mirrors.ctan.org/graphics/pgf/contrib/tikzposter/README,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikzposter,""
tikzquads,tikzquads – A few shapes designed to be used with CircuiTikZ,"circuit diagram,electronic,graphics,pgf tikz",Alceu Frigeri,https://www.ctan.org/pkg/tikzquads,https://mirrors.ctan.org/graphics/pgf/contrib/tikzquads/README.md,https://github.com/alceu-frigeri/tikzquads,""
tikzscale,tikzscale – Resize pictures while respecting text size,graphics supp,Patrick Häcker,https://www.ctan.org/pkg/tikzscale,https://mirrors.ctan.org/graphics/pgf/contrib/tikzscale/README,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tikzscale,""
tikzsymbols,tikzsymbols – Some symbols created using TikZ,"pgf tikz,graphics symbols",Ben Vitecek,https://www.ctan.org/pkg/tikzsymbols,https://mirrors.ctan.org/graphics/pgf/contrib/tikzsymbols/README.md,https://github.com/Vidabe/tikzsymbols,""
tikzviolinplots,tikzviolinplots – Draws violin plots from data,"statistics,graphics,graphics plot,pgf tikz",Pedro Callil-Soares,https://www.ctan.org/pkg/tikzviolinplots,https://mirrors.ctan.org/graphics/pgf/contrib/tikzviolinplots/README.md,https://github.com/pedro-callil/tikzviolinplots,""
tile-graphic,tile-graphic – Create tiles of a graphical file,graphics subpic,Donald P. Story (deceased),https://www.ctan.org/pkg/tile-graphic,https://mirrors.ctan.org/macros/latex/contrib/tile-graphic/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/tile-graphic,""
tilings,tilings – A TikZ library for drawing tiles and tilings,"maths,pgf tikz",Andrew Stacey,https://www.ctan.org/pkg/tilings,https://mirrors.ctan.org/graphics/pgf/contrib/tilings/README,https://github.com/loopspace/tilings,""
tipfr,tipfr – Produces calculator's keys with the help of TikZ,pgf tikz,Philippe De Sousa,https://www.ctan.org/pkg/tipfr,https://mirrors.ctan.org/graphics/pgf/contrib/tipfr/README,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tipfr,""
tiscreen,tiscreen – Mimic the screen of older Texas Instruments calculators,"graphics in tex,graphics",Mustafa Ibrahim,https://www.ctan.org/pkg/tiscreen,https://mirrors.ctan.org/macros/latex/contrib/tiscreen/README,https://github.com/T3SQ8/tiscreen,""
titlecaps,titlecaps – Setting rich-text input into Titling Caps,typesetting,Steven B. Segletes,https://www.ctan.org/pkg/titlecaps,https://mirrors.ctan.org/macros/latex/contrib/titlecaps/README,https://www.ctan.org/tex-archive/macros/latex/contrib/titlecaps,""
titlepic,titlepic – Add picture to title page of a document,"titlepage,graphics use",Thomas ten Cate,https://www.ctan.org/pkg/titlepic,https://mirrors.ctan.org/macros/latex/contrib/titlepic/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/titlepic,""
tkz-berge,tkz-berge – Macros for drawing graphs of graph theory,"pgf tikz,maths",Alain Matthes,https://www.ctan.org/pkg/tkz-berge,https://mirrors.ctan.org/macros/latex/contrib/tkz/tkz-berge/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/tkz/tkz-berge,""
tkz-bernoulli,tkz-bernoulli – Draw Bernoulli trees with TikZ,tree,Cédric Pierquet,https://www.ctan.org/pkg/tkz-bernoulli,https://mirrors.ctan.org/graphics/pgf/contrib/tkz-bernoulli/README.md,https://www.ctan.org/tex-archive/graphics/pgf/contrib/tkz-bernoulli,""
tkz-elements,tkz-elements – A Lua library for drawing Euclidean geometry with TikZ or tkz-euclide,"calculation,maths,luatex",Alain Matthes,https://www.ctan.org/pkg/tkz-elements,https://mirrors.ctan.org/macros/latex/contrib/tkz/tkz-elements/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/tkz/tkz-elements,""
tkz-euclide,tkz-euclide – Tools for drawing Euclidean geometry,"pgf tikz,maths,graphics use,use luatex",Alain Matthes,https://www.ctan.org/pkg/tkz-euclide,https://mirrors.ctan.org/macros/latex/contrib/tkz/tkz-euclide/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/tkz/tkz-euclide,""
tkz-fct,tkz-fct – Tools for drawing graphs of functions,"graphics plot,graphics,pgf tikz",Alain Matthes,https://www.ctan.org/pkg/tkz-fct,https://mirrors.ctan.org/macros/latex/contrib/tkz/tkz-fct/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/tkz/tkz-fct,""
tkz-graph,tkz-graph – Draw graph-theory graphs,"pgf tikz,graphics,maths",Alain Matthes,https://www.ctan.org/pkg/tkz-graph,https://mirrors.ctan.org/macros/latex/contrib/tkz/tkz-graph/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/tkz/tkz-graph,""
tkz-kiviat,tkz-kiviat – Draw Kiviat graphs,graphics plot,Alain Matthes,https://www.ctan.org/pkg/tkz-kiviat,https://mirrors.ctan.org/obsolete/macros/latex/contrib/tkz/tkz-kiviat/README,https://www.ctan.org/tex-archive/obsolete/macros/latex/contrib/tkz/tkz-kiviat,""
tkz-linknodes,tkz-linknodes – Link nodes in mathematical environments,"graphics use,pgf tikz",Alain Matthes,https://www.ctan.org/pkg/tkz-linknodes,https://mirrors.ctan.org/obsolete/macros/latex/contrib/tkz/tkz-linknodes/README,https://www.ctan.org/tex-archive/obsolete/macros/latex/contrib/tkz/tkz-linknodes,""
tkz-orm,tkz-orm – Create Object-Role Model (ORM) diagrams,"pgf tikz,diagrams","Camil Staps,Jakob Voß",https://www.ctan.org/pkg/tkz-orm,https://mirrors.ctan.org/graphics/pgf/contrib/tkz-orm/README,https://github.com/nichtich/tkz-orm,""
tkz-tab,tkz-tab – Tables of signs and variations using PGF/TikZ,"maths tabvar,pgf tikz,graphics,maths",Alain Matthes,https://www.ctan.org/pkg/tkz-tab,https://mirrors.ctan.org/macros/latex/contrib/tkz/tkz-tab/README.md,https://www.ctan.org/tex-archive/macros/latex/contrib/tkz/tkz-tab,""
to-be-determined,to-be-determined – Highlight text passages that need further work,"decoration,conditional compilation,editorial",Yegor Bugayenko,https://www.ctan.org/pkg/to-be-determined,https://mirrors.ctan.org/macros/latex/contrib/to-be-determined/README.md,https://github.com/yegor256/to-be-determined,""
tocdata,"tocdata – Adds names to chapters, sections, figures in the TOC and LOF",toc etc,Brian Dunn,https://www.ctan.org/pkg/tocdata,https://mirrors.ctan.org/macros/latex/contrib/tocdata/README.txt,https://github.com/bdtc/tocdata,""
tocloft,"tocloft – Control table of contents, figures, etc",toc etc,"Will Robertson,Peter R. Wilson (inactive)",https://www.ctan.org/pkg/tocloft,https://mirrors.ctan.org/macros/latex/contrib/tocloft/README,https://github.com/wspr/herries-press/,""
todo,todo – Make a to-do list for a document,"notes,editorial",Federico Garcia-De Castro,https://www.ctan.org/pkg/todo,https://mirrors.ctan.org/macros/latex/contrib/todo/README,https://www.ctan.org/tex-archive/macros/latex/contrib/todo,""
todonotes,todonotes – Marking things to do in a LaTeX document,"notes,pgf tikz,editorial",Henrik Skov Midtiby,https://www.ctan.org/pkg/todonotes,https://mirrors.ctan.org/macros/latex/contrib/todonotes/README,https://github.com/henrikmidtiby/todonotes,""
tokcycle,tokcycle – Build tools to process tokens from an input stream,"misc support,generic macros,macro support,iterating macros,parser",Steven B. Segletes,https://www.ctan.org/pkg/tokcycle,https://mirrors.ctan.org/macros/generic/tokcycle/README,https://www.ctan.org/tex-archive/macros/generic/tokcycle,""
toneval,toneval – Tool for linguists and phoneticians to visualize tone value patterns,"linguistic,phonetic,pgf tikz",Yuanhao Chen,https://www.ctan.org/pkg/tonevalue,https://mirrors.ctan.org/graphics/pgf/contrib/tonevalue/README,https://github.com/edward-martyr/tonevalue,""
topiclongtable,topiclongtable – Extend longtable with cells that merge hierarchically,"table long,table",Paolo Brasolin,https://www.ctan.org/pkg/topiclongtable,https://mirrors.ctan.org/macros/latex/contrib/topiclongtable/README.md,https://github.com/paolobrasolin/topiclongtable,""
tqft,tqft – Drawing TQFT diagrams with TikZ/PGF,"diagrams,graphics use",Andrew Stacey,https://www.ctan.org/pkg/tqft,https://mirrors.ctan.org/macros/latex/contrib/tqft/README.txt,https://github.com/loopspace/TQFT,""
tracklang,tracklang – Language and dialect tracker,"class support,package development,multi-lingual",Nicola Talbot,https://www.ctan.org/pkg/tracklang,https://mirrors.ctan.org/macros/generic/tracklang/README,https://www.ctan.org/tex-archive/macros/generic/tracklang,""
tram,tram – Typeset tram boxes in LaTeX,"decoration,editorial,boxing","bidi-tex GitHub Organisation,Vafa Khalighi",https://www.ctan.org/pkg/tram,https://mirrors.ctan.org/macros/latex/contrib/tram/README,https://github.com/bidi-tex/tram,""
tramlines,tramlines – A package for creating tramlines (lines above and below a title used by lawyers in the UK),"headings,legal",Elijah Z Granet,https://www.ctan.org/pkg/tramlines,https://mirrors.ctan.org/macros/latex/contrib/tramlines/README,https://github.com/ezgranet/tramlines,""
translations,translations – Internationalisation of LaTeX2ε packages,"multi-lingual,package support",Clemens Niederberger,https://www.ctan.org/pkg/translations,https://mirrors.ctan.org/macros/latex/contrib/translations/README,https://github.com/cgnieder/translations/,""
tree-dvips,tree-dvips – Trees and other linguists' macros,tree,Emma Pease,https://www.ctan.org/pkg/tree-dvips,https://mirrors.ctan.org/macros/latex209/contrib/trees/tree-dvips/README,https://www.ctan.org/tex-archive/macros/latex209/contrib/trees/tree-dvips,""
trfsigns,trfsigns – Typeset transform signs,maths symbol,Kai Rascher,https://www.ctan.org/pkg/trfsigns,https://mirrors.ctan.org/macros/latex/contrib/trfsigns/README,https://www.ctan.org/tex-archive/macros/latex/contrib/trfsigns,""
